"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75"
"816",0.15,0.24,150348208.237289,1786693.52847106,7088326.10091287,12168856.7040261,14109747.8450567,14723850.8551152,11990119.2712952,11509396.4186508,11239346.0300665,10734170.6402883,10107089.5551476,9960913.57767731,9128051.49360776,8021655.76288283,6717882.0532726,4391905.80715924,2429573.00306998,4240629.59058923
"817",0.16,0.24,151457154.150193,1806016.67233979,7161279.11311845,12301902.238014,14246159.44238,14864966.2010388,12126622.9260819,11499630.5796954,11226996.7732744,10722151.2519513,10099237.1733586,9955989.77580001,9342255.25919126,8225304.80777214,6885278.9490086,4361925.19319728,2415453.20701518,4215984.58695583
"818",0.17,0.24,147099123.879532,1746616.06456219,6917486.93744539,11926537.9341409,13891382.3038254,14504998.0682001,11733211.6781145,11171327.8119613,10912779.1405544,10425446.4955272,9820255.31102312,9668953.95883814,8995339.39360557,7903567.25470862,6616163.77238342,4311865.33115462,2386952.90049079,4166239.52299593
"819",0.18,0.24,148433271.84395,1762038.54422219,6973906.39992088,12054936.914299,14016840.0325344,14632438.8113046,11871597.0511154,11328759.5364281,11062904.1873767,10567918.9338043,9953703.42290823,9806745.314821,9010966.50174234,7911564.23943379,6622421.76992386,4309588.07452867,2384676.26915891,4162265.84042797
"820",0.19,0.24,145881766.400215,1738344.40488219,6871806.80787177,11936150.694699,13904798.6193951,14523657.2501294,11748763.7295381,11071339.4165209,10814604.3227631,10331695.9888743,9733214.94672678,9577920.88310004,8897316.64258339,7801883.53378482,6520616.54253957,4136196.87860617,2285060.84953078,3988394.88866989
"821",0.2,0.24,145756370.463564,1722973.27855603,6805672.09158122,11867106.3500711,13836831.3229208,14462492.7285681,11701442.9691651,11082834.6140078,10822853.2584743,10338818.121767,9740470.2470866,9591876.08292036,8965680.3614896,7870156.27118725,6577931.53066164,4119780.85573461,2276317.07235126,3973133.30702079
"822",0.21,0.24,146995216.301781,1751161.95524364,6914008.20668928,11979128.6062225,13945721.2986053,14568695.5162322,11809504.5708389,11194694.8138826,10930642.849362,10442010.2415933,9837430.83471575,9691461.14743031,8949672.34340568,7856818.36540645,6571856.52743549,4190537.69515588,2317265.58496421,4044605.74459792
"823",0.22,0.24,145772622.497838,1740700.38448179,6863913.15565914,11855271.3321727,13812521.1031968,14443532.3241942,11703191.6801359,11170554.8092536,10910292.2002938,10420294.6114782,9812835.34695644,9660471.31036354,8851869.68919903,7757905.67025819,6484410.71264315,4089483.9212788,2256620.2345776,3938754.01169566
"824",0.23,0.24,148454579.421166,1773158.61980548,6990116.44591175,12043510.4332023,13995493.0984472,14625336.9964718,11898188.131542,11315900.9143695,11049487.6916272,10553790.705862,9940055.73834907,9792781.47118534,9054514.93060498,7953253.13565691,6656290.48281727,4292074.43720008,2375090.88635815,4145535.30175478
"825",0.24,0.24,145992461.134049,1739795.67955333,6848964.01260805,11919319.1699449,13883418.7617225,14520383.2796555,11775799.7628023,11132704.7113228,10871181.5917126,10385904.4225712,9783815.35993396,9631961.05502065,8789315.21286593,7697744.14356183,6437131.52934698,4196389.66019252,2323370.82170192,4055261.95953188
"826",0.25,0.24,143797732.757371,1706477.52771959,6710154.50276291,11708430.1993737,13685159.3922597,14323685.9316624,11560725.7318002,10957648.1516174,10705533.2549504,10227513.8222032,9633435.42001734,9473663.00060926,8747622.13470653,7664065.04704108,6405420.61743902,4089196.94969247,2257941.27999513,3941059.79352061
"827",0.26,0.24,144211000.079563,1724196.05600079,6775049.27669018,11778357.579096,13755753.4981366,14392784.607554,11627485.9505587,10950936.9320394,10696851.7107436,10221060.5570953,9629737.37469135,9473804.88779524,8692402.7101409,7610856.40147263,6364337.88059264,4176440.50853544,2309643.01159593,4031301.13682399
"828",0.27,0.24,144801559.505495,1727556.60755724,6783213.05758195,11810596.4394152,13782925.8953421,14424955.9937703,11677856.8783742,11052976.8436006,10794225.7637299,10311487.9388311,9713372.67928676,9560384.00958371,8771903.96971455,7680677.66504477,6418310.47319342,4090378.4015073,2258573.53813347,3942163.35082811
"829",0.28,0.24,141800218.952667,1685618.82493691,6611894.66665767,11446535.5763901,13412344.6012287,14051939.3856017,11325719.8350656,10788629.4059917,10540115.5937098,10069228.1494496,9485073.20674602,9332435.69500848,8721090.57484978,7655204.79810666,6401861.01782988,4082562.82928874,2254649.88017199,3935314.91163383
"830",0.29,0.24,142756672.11217,1691643.0458604,6629303.26823166,11564933.706573,13533520.3425251,14178437.3118334,11451524.567634,10910087.4660225,10655601.3130574,10178693.8207015,9587825.23282354,9437014.77787482,8734337.01882075,7657648.52326688,6399564.42937921,4035738.22530437,2225814.33956087,3884984.72270092
"831",0.3,0.24,138523153.927302,1637572.6292024,6409144.52854237,11248939.4252917,13242682.4418685,13891997.7478107,11119280.713218,10558047.0475103,10316595.9140832,9859519.0836525,9289733.04505702,9131531.02077056,8366199.59848363,7312479.39986683,6109546.47218511,3985876.33974923,2201486.37082196,3842522.14918804
"832",0.31,0.24,143113047.014784,1702809.92379501,6661415.6560541,11590988.40493,13570759.7957843,14225495.9916659,11485634.4062672,10887328.8797328,10633896.9603704,10158694.0808149,9570211.58591773,9417617.3658944,8776936.82808461,7697500.95647021,6434160.2056804,4093593.37305307,2260491.53513965,3945511.06512956
"833",0.32,0.24,142700441.57734,1703487.79233525,6655683.16260957,11652554.3115328,13635705.2756579,14298480.8713898,11552067.5835578,10821495.37022,10568818.6882539,10098387.4702906,9515648.17737784,9359445.72128045,8667370.4176427,7588446.76324055,6339623.8862322,4069602.36537047,2248697.7638664,3924925.95648119
"834",0.33,0.24,141153706.534148,1671578.57890842,6523888.66065193,11455662.8340877,13442730.8109304,14106360.0980984,11366253.1406745,10783287.854206,10531567.0014083,10061813.2382827,9479342.93664179,9325911.34247595,8594988.80532865,7526588.53599614,6288315.98598433,3974908.5713877,2192926.52816741,3827581.61091795
"835",0.34,0.24,143013408.990484,1700059.33931867,6631594.75728935,11493935.2092262,13456757.5312816,14120324.0528046,11424697.6987328,10957844.7153711,10702201.6129337,10223266.516853,9628071.82840826,9478284.93474558,8681098.84703678,7613324.87870889,6372348.48811682,4181385.26063086,2312290.75406499,4035922.56496055
"836",0.35,0.24,140430732.819565,1663168.28418345,6477951.95802734,11469961.473145,13465026.9353757,14133051.2193449,11383952.499634,10680235.2940389,10430299.5076871,9966307.06219743,9392057.50903886,9235744.58173072,8561311.08995083,7491636.93406574,6253968.56359972,3907310.36990574,2155861.6984559,3762887.83918312
"837",0.36,0.24,140075803.586743,1659428.71289574,6459710.73767128,11394104.7360468,13386999.0042101,14056915.024502,11313834.6098225,10676512.5577217,10427024.9218999,9963782.35863451,9388947.31969193,9234407.0627313,8481147.83793884,7415619.69270194,6193656.5322767,3985083.91604885,2199526.76026744,3839101.80168099
"838",0.37,0.24,138181264.339154,1631915.28077214,6348204.29984188,11250348.4353912,13249704.4657322,13914138.009656,11162765.1518174,10565884.8636516,10320986.8543394,9863081.07701688,9293416.37673811,9135747.9486571,8328174.61629183,7272510.42864463,6072025.62457869,3888895.01967591,2143009.88536021,3740456.00098871
"839",0.38,0.24,139081318.985531,1646585.71159528,6397854.85385441,11252698.0315602,13247873.8587386,13925629.7970234,11186569.7566851,10666584.1593423,10420591.6898378,9956043.02618725,9378088.92093763,9218632.44067955,8415893.56805658,7352951.54854901,6140297.9964843,3931367.13100196,2164933.87633578,3778722.61866184
"840",0.39,0.24,140476550.624818,1665231.62809157,6462408.48346179,11336951.2974435,13321680.2763999,14009646.8572867,11294173.7809405,10737600.1173266,10487639.3128088,10019504.0748417,9438428.01780161,9283181.63402682,8553537.45405481,7486607.13595093,6255990.06462062,4027195.15025521,2220706.30064869,3876069.03885805
"841",0.4,0.24,140498764.887922,1670559.58118507,6481794.28759438,11425718.775289,13410845.2577605,14090680.9072247,11377013.7644875,10805964.6237297,10551902.6066478,10081580.4906882,9496711.38447187,9342163.66686478,8375311.31055227,7310283.38750242,6106136.72109798,3966964.81761524,2187326.35686698,3817806.94834412
"842",0.41,0.24,137173207.411177,1621796.5380977,6279114.23656088,11116514.1632524,13118015.1375894,13809953.3470046,11070679.3804264,10462745.0226901,10220165.0333455,9767289.74993576,9203912.18204673,9046461.60658171,8276781.75815995,7227484.2027774,6036300.2016344,3940817.80869235,2176415.00623131,3798762.0361501
"843",0.42,0.24,138902249.217649,1639773.94928361,6346696.75275428,11169052.1775083,13150712.187863,13841149.5063264,11150382.9895571,10698204.9448597,10448928.4068296,9981132.71741625,9400177.75161816,9245632.63132643,8447879.69088422,7389217.4441069,6172322.91878769,3911210.08425333,2152592.81187238,3757182.25240159
"844",0.43,0.24,138804926.990927,1638502.5053782,6335728.68509062,11231247.0266334,13227696.3754015,13920915.9696756,11202218.6096305,10625794.4620538,10377581.3680047,9915592.39737446,9341825.09579419,9185656.02413487,8411780.64318776,7350072.14951331,6137822.07923198,3941935.99916353,2171089.98102225,3789467.61963614
"845",0.44,0.24,137600638.964326,1636558.10632254,6324037.66747742,11164337.845189,13166597.2266248,13856690.3541428,11125097.0529121,10518481.7507242,10274300.8006744,9817635.13827255,9250231.27644687,9092135.99419286,8296843.31521627,7240904.10183928,6044261.76258745,3895427.41318808,2147975.70548836,3749123.45302741
"846",0.45,0.24,138602196.166587,1642035.23624496,6337906.36597084,11180138.834366,13158735.0688993,13858769.7878483,11179144.6929358,10654464.4681802,10404531.2445934,9940025.91865244,9363073.03534468,9209419.59740874,8356811.25615668,7298828.18075489,6095846.94011339,3948634.9641492,2175924.56527932,3797906.0096893
"847",0.46,0.24,136431821.245094,1618554.14797906,6241285.5551548,10943618.5617776,12925123.173662,13620997.7812189,10938436.5022069,10469161.9028332,10225902.4667821,9770534.83502054,9203923.72627533,9051809.71200824,8252118.92911719,7214451.7121272,6029710.82953635,3947584.26124883,2177664.39728258,3800942.75086286
"848",0.47,0.24,133117513.494308,1572049.63702719,6057444.28131005,10802436.7915628,12809075.3518758,13493882.9395313,10766192.3311953,10155115.2023452,9921483.11545516,9483353.16124936,8937773.46998589,8778044.40534984,8034332.30518303,7005870.69207451,5845082.9429426,3764284.99595654,2072939.05096656,3618152.82029652
"849",0.48,0.24,134256788.816315,1591715.32994776,6124603.58637544,10938149.2049785,12952532.6148946,13649573.0643826,10907538.4787902,10240460.4537829,10003590.288802,9561983.35915245,9012374.71013796,8851036.37409562,8050651.39008356,7011767.19124228,5848391.19887542,3786456.4879227,2085641.36438882,3640323.71846172
"850",0.49,0.24,135850370.387496,1605096.86638289,6171085.8083591,10983534.1146339,12967340.953446,13671005.5084217,10995746.6597818,10409181.7042731,10166805.7350177,9713824.260533,9151310.39810113,8992785.74810237,8238703.78469659,7193733.56358545,6003713.97309747,3816652.30297186,2101625.76392748,3668223.2421644
"851",0.5,0.24,133526124.566748,1582560.12639228,6071313.3197496,10858725.8060705,12867620.6155287,13591506.0739759,10869313.9115501,10293194.898716,10055146.164583,9608702.09002838,9052334.12043754,8887688.37185183,7937960.53100614,6901362.64093013,5752680.3391868,3666495.5298061,2014087.68301248,3515432.34392209
"852",0.51,0.24,132778192.621126,1567613.6060839,6012149.37123487,10792364.2833487,12804928.0632064,13519293.0987644,10792175.7340162,10132587.5270236,9899027.0735233,9461891.7903989,8917772.85301593,8753728.47586734,8003381.30765992,6973166.29670291,5815071.12024059,3718261.89745221,2045143.05210792,3569637.07047928
"853",0.52,0.24,133048359.4466,1570774.63355571,6017613.67921234,10816892.558903,12838560.0464325,13554034.7109108,10823030.6268948,10193253.5809731,9956155.1898234,9516840.49657266,8969529.97405068,8808844.34831592,7928302.89926903,6901324.35216607,5756476.7038927,3741432.35126842,2059899.67996479,3595393.61439379
"854",0.53,0.24,130312475.61979,1538236.58383515,5884497.75743581,10594145.5713349,12608439.1816776,13330937.2882205,10604782.1295378,9907504.80589505,9679898.85533689,9254414.19302677,8724413.61211614,8560261.00878323,7838274.87579655,6827537.65986456,5694062.81364014,3687098.75149906,2031735.42665644,3546235.10513329
"855",0.54,0.24,133398677.471963,1568396.03353695,5999015.02906812,10762338.6496236,12775228.9749878,13497661.6793509,10794597.1654668,10231856.3867594,9993805.65886872,9550993.32598764,8999980.45947589,8841017.18739131,8043434.89818609,7011500.38776312,5850488.59333011,3775045.08311133,2077392.31443133,3625925.64462372
"856",0.55,0.24,131471211.709024,1557452.47537622,5951662.22793661,10696837.0827829,12709854.1444095,13431389.8162501,10720335.7608344,10069129.171401,9834785.81491839,9400561.65163766,8860328.12482737,8700108.66284033,7851772.7948895,6833859.29392123,5697897.89595723,3646404.04998055,2006552.48974928,3502280.25131187
"857",0.56,0.24,130926711.769786,1540523.81810646,5876995.18178068,10552402.0711558,12561201.8796301,13294512.8664622,10600224.1762126,10035002.0044747,9802116.16222931,9368887.50058617,8829610.19148275,8671002.92307208,7891699.1027454,6875829.00656582,5736287.34890221,3700686.60707183,2036019.06582937,3553711.86347819
"858",0.57,0.24,130671370.991914,1540360.72851188,5871832.41170166,10511630.2739531,12511909.4615827,13245883.9672582,10569959.0509537,10021112.3265463,9788329.47603173,9355156.55226289,8816251.78562986,8659050.91687112,7887727.63406671,6873606.07502498,5734739.23326912,3698080.03008004,2034565.78795883,3551175.28021162
"859",0.58,0.24,129533233.847708,1523000.71240047,5795649.33272492,10433370.7968351,12449215.5205339,13189139.1542962,10493306.3093453,9934142.6746607,9703073.38996872,9274210.57297179,8741153.27047867,8583827.7563842,7827769.12212994,6815643.50046107,5681942.51050808,3621613.32921764,1991015.04406372,3475160.85072787
"860",0.59,0.24,129218922.014741,1516155.69204646,5770623.32846319,10377981.6326843,12372676.4091119,13097422.629431,10438521.0734731,9960529.95472864,9730356.01408285,9298746.89494043,8761131.71480276,8602278.38073775,7799425.35909363,6790182.95399293,5662106.72178409,3604884.48142767,1979986.82322984,3455911.95071076
"861",0.6,0.24,129891222.419517,1541852.36228402,5865524.05717238,10476187.6688945,12472689.6011739,13194521.6396859,10530601.9297802,10011626.3088509,9779504.84405509,9346368.56263391,8806381.290501,8648213.17644768,7737463.7580058,6729469.36740174,5612880.88895476,3641221.56652746,2002138.83545061,3494576.5616973
"862",0.61,0.24,131545863.942253,1555326.22532042,5900994.52827816,10599970.3608603,12606367.7729716,13370624.3772375,10702423.3463932,10176573.0623887,9937405.20027063,9495936.25859076,8946501.91160946,8788060.8568176,7826026.60099349,6804399.69672581,5674365.80254129,3653516.40993789,2006020.25473829,3501351.27657818
"863",0.62,0.24,128705933.581239,1515860.78401545,5746724.85736215,10428466.6414011,12452441.23227,13205005.3977793,10508834.1358816,9828685.38238293,9598448.38565538,9175607.36145914,8651085.13752777,8492260.60848494,7774628.75792004,6766941.69839677,5638088.5114575,3554975.03131636,1955211.35544335,3412668.30248472
"864",0.63,0.24,126163713.158549,1477711.24686575,5590844.43275281,10161495.7789525,12175832.5804911,12933841.5906085,10254631.5934589,9718380.88327127,9493842.15757265,9074508.05904738,8552293.79181093,8390133.66437236,7594562.5850336,6597611.93497138,5493989.13965683,3454748.41419901,1893802.0900365,3305483.21544785
"865",0.64,0.24,127411536.391349,1498461.09215535,5676737.82136474,10376027.1612391,12396652.0053182,13119796.345792,10430803.9587847,9766341.16840139,9540059.80405895,9120339.87844922,8597819.32426302,8433478.32621515,7619525.27966679,6614137.72957953,5506412.24539861,3475978.70691893,1908255.32792574,3330710.21581757
"866",0.65,0.24,124958302.63291,1470193.65301135,5558860.79630841,10184475.2666363,12218559.0087896,12958074.2978583,10241376.4417678,9486976.89494828,9267333.01745984,8863059.5265809,8360123.767886,8197716.08237742,7501091.72074447,6512949.17091088,5422180.82663465,3473399.20302632,1909336.18695294,3332596.77101633
"867",0.66,0.24,127863550.444164,1502307.51424665,5670513.57927091,10243372.7938909,12236908.358292,12997776.2968912,10371304.1969371,9864853.87930784,9634989.81492,9208120.61412168,8676230.40554915,8517592.81751246,7659267.39131117,6657280.53575323,5550650.94025134,3616104.20490281,1987409.48049667,3468867.62050942
"868",0.67,0.24,125642064.8047,1480195.19875932,5576431.14305009,10180751.3252612,12197610.543055,12971507.7905327,10301786.8194577,9672133.66639846,9446460.12219931,9029894.78240051,8511642.15411922,8348680.29173705,7476889.50789608,6480189.10551942,5393168.03462144,3422187.94865136,1876774.13102646,3275762.24001428
"869",0.68,0.24,123317009.429532,1445352.1177406,5443967.96882076,9966347.13125187,11969638.8502425,12733664.7755796,10082726.0715617,9506726.79555999,9285520.25602627,8877026.26038877,8367934.71792132,8207421.7137547,7327937.411823,6353399.26483114,5289337.63160596,3374662.54082222,1852300.49900613,3233045.42259547
"870",0.69,0.24,124720986.549343,1463165.24516841,5506092.0417383,10099706.2176774,12128552.9750041,12895483.1421778,10212985.1591986,9596393.66013382,9373241.16656898,8959835.45838259,8446386.2084563,8282996.06246212,7506831.01697442,6514654.64810147,5418603.03699987,3322456.15565391,1818884.30117741,3174720.05346782
"871",0.7,0.24,125912131.950387,1483229.0493756,5574683.76899439,10130738.777724,12133938.9725107,12900071.7105171,10265956.9208013,9738086.67170194,9512522.54057827,9090925.21823393,8565741.77801125,8401538.52277738,7524994.56561306,6527811.85955267,5434896.61481416,3444239.97017106,1887781.04989643,3294973.95911349
"872",0.71,0.24,122072157.87116,1429267.11554407,5361313.17382219,9873961.96549014,11899383.1020282,12684307.5389854,10006713.0212814,9393927.94200889,9176486.30652385,8774519.35446551,8272791.45045884,8107927.44574424,7228349.14176202,6254445.32604201,5203910.26307272,3354047.99349516,1839719.85009047,3211086.88034503
"873",0.72,0.24,123319421.644339,1456330.84805632,5465886.62683328,9993202.01292192,12016434.5120727,12786597.3919354,10114454.7699647,9491128.56765591,9271023.37527826,8863614.25212778,8356046.1755129,8192088.33718398,7320543.23075426,6340805.61374533,5275924.34463369,3343960.48758693,1832644.20493405,3198736.89314182
"874",0.73,0.24,123188604.054738,1448551.14905793,5424185.48628545,9915802.03690195,11927430.6443599,12721889.6872219,10077133.2349322,9479744.91468217,9257240.76445021,8849809.43483365,8343359.25339537,8185147.13534433,7359519.87428042,6383865.16168079,5315146.4337014,3391141.9277384,1860784.07409632,3247852.84177565
"875",0.74,0.24,121426671.152052,1428527.63524999,5346247.83820888,9809169.75438114,11832128.8524482,12623920.2701392,9951593.271037,9328180.17232014,9112645.97964022,8713072.27394258,8214886.58412388,8050100.00358639,7216614.22026559,6245336.64019012,5194774.12687488,3335976.23517524,1829772.58686908,3193724.7075996
"876",0.75,0.24,121758823.466212,1440222.43146238,5387918.92204753,9795771.63005744,11792935.8837213,12570804.8431241,9950305.99705038,9384681.43889558,9167005.24399032,8761326.14899645,8257934.96751866,8096534.23243094,7342209.91209283,6370258.19457873,5298203.8282365,3251664.43747215,1781527.93208048,3109517.42245592
"877",0.76,0.24,120580632.022993,1408223.12119349,5253238.09133486,9807055.14269662,11844990.3140079,12626878.6778747,9946831.46693873,9208494.81674029,8995046.49619802,8603930.49982663,8115938.89912948,7948631.46702743,7148637.27848059,6182262.88241582,5141689.81586813,3330242.84825445,1827967.00312286,3190573.20188286
"878",0.77,0.24,120504773.644244,1418407.96568419,5290668.48361855,9740226.1308662,11740960.8955261,12528040.2167519,9908696.46318719,9259112.47331019,9043289.59991738,8645613.58622362,8151668.3832555,7989090.16962289,7224614.04476644,6258830.16273497,5204120.36543199,3236799.93861308,1771908.06703015,3092726.69770336
"879",0.78,0.24,119541774.610621,1405934.31783652,5234646.74781272,9646521.285255,11658508.2467036,12455035.0358287,9818407.12802174,9168807.84025729,8956185.48596977,8563689.41426521,8075338.69723333,7911903.63545702,7147388.6909947,6188675.99837461,5147011.90087949,3259212.32451795,1786431.55212225,3118076.30909118
"880",0.79,0.24,119487536.530615,1403639.76047694,5227642.17349727,9653141.17590774,11664021.032361,12445558.5250353,9812407.14140072,9204196.54095687,8990906.06829866,8597052.58781297,8105817.03616407,7942198.25031778,7078391.07454261,6119189.55144043,5087828.60820733,3257666.95197843,1784017.4209498,3113862.63126712
"881",0.8,0.24,121475523.970205,1424723.65326437,5300155.92834758,9772659.90933696,11794021.0947885,12591322.3932772,9953134.4340535,9363186.61738696,9144794.49843911,8743168.46124612,8242743.80275801,8079900.82031255,7230609.42035666,6262629.82202567,5211635.75260327,3338607.60725205,1829310.89475749,3192918.85999929
"882",0.81,0.24,119183728.151245,1392512.52051865,5171329.96465688,9547739.77057975,11541664.1728332,12337819.6805674,9750001.23121999,9235005.55478659,9020052.11234094,8622422.64312548,8126999.95003151,7965546.56742524,7109600.71504015,6155083.24153283,5119757.03932642,3231827.56037382,1768896.02092493,3087469.40596071
"883",0.82,0.24,118514481.976451,1387809.49098274,5150822.17562154,9540313.08118755,11545877.7213454,12331703.7973546,9723384.53834502,9120104.49862245,8908444.5122153,8518185.73448984,8031896.30138209,7869408.1980211,7068121.15797235,6115649.98120379,5086045.58378669,3241699.62866543,1775689.2016838,3099326.37357092
"884",0.83,0.24,119233458.230078,1403929.51200055,5208412.08356605,9571680.8222298,11576570.864405,12363191.7489451,9762166.89434239,9253302.12039451,9037789.28970318,8639352.39455302,8142821.14321629,7982351.76071152,7067497.37798385,6112501.62107619,5083343.51153584,3209626.03000767,1755257.18123193,3063663.87417505
"885",0.84,0.24,119470259.40034,1395607.57570957,5160710.06978502,9600258.63376881,11600066.5741279,12432970.0571748,9846674.37754096,9277476.31759474,9057482.42039242,8657659.47823355,8161060.66734571,8000862.69649034,7101949.75679474,6141279.24421025,5103859.29064615,3172661.0257242,1733679.50059377,3026001.71420729
"886",0.85,0.24,114723182.918629,1340530.15520309,4950127.49762136,9312979.9016061,11343843.7900391,12158419.9891253,9505357.25722857,8767328.97739658,8563460.02781285,8193535.17379758,7731813.62421893,7567368.96546075,6749424.69484403,5819452.72058061,4834301.53761166,3149404.92694752,1724993.20935232,3010840.46978312
"887",0.86,0.24,115875677.726068,1361617.23850556,5021531.75690354,9337676.97310851,11344862.1697012,12181478.2860381,9572435.7228592,8943217.0572257,8734295.35014854,8351552.65397277,7875180.49625768,7711733.94742441,6852602.88184521,5915026.94138272,4913574.44819077,3100303.37901159,1696857.1873774,2961731.236115
"888",0.87,0.24,118495611.521933,1394587.1829455,5145572.02202153,9565698.89561278,11585275.3674523,12391837.1402594,9778766.67555619,9121709.61051895,8908849.04900033,8519020.48796784,8033274.74965995,7868373.70664079,7016065.32779921,6064311.9159929,5042253.38562842,3220107.09048744,1762901.85606175,3077007.05832771
"889",0.88,0.24,114532991.447992,1338406.61699497,4925758.58949354,9167139.30656566,11154858.8999305,11990679.7440206,9421812.11508183,8847906.78945845,8640672.95085795,8261985.05498826,7790863.68513661,7631182.93094122,6823399.49232822,5895842.19217607,4899448.30939446,3095831.99422555,1692710.04831797,2954492.72808052
"890",0.89,0.24,115282687.961568,1350316.53209281,4967064.15460445,9223314.02179351,11192402.8267158,12019360.8249589,9484044.82775422,8921179.89891814,8710885.26823707,8327789.35499722,7851586.05822678,7694497.83774979,6864070.43223987,5932414.61357751,4930727.35971148,3123905.52268439,1707981.16141661,2981147.2658898
"891",0.9,0.24,115479426.433418,1360978.50944949,5006189.83016551,9343240.85991489,11341541.3972802,12148291.9203671,9563101.63823465,8935868.51178311,8727517.66435242,8345709.9277917,7869069.19622119,7704346.23126145,6750044.06304677,5816098.85028743,4831036.40433705,3093104.4362921,1691283.75259054,2952003.24004199
"892",0.91,0.24,111107189.721722,1305326.75173739,4783268.62138222,8957928.69762785,10938436.1425597,11764713.1209816,9198859.42054539,8570402.45156526,8371892.25431347,8006879.46258023,7551837.34298171,7387885.28588687,6555198.21889707,5645776.05520938,4686335.84485749,2953474.5064987,1613222.36778098,2815753.17631632
"893",0.92,0.24,114045559.2764,1335584.53995057,4891998.39582128,9091456.74217019,11073134.1463489,11896233.8572849,9352812.67575643,8812667.87546765,8607121.79469706,8229648.32972099,7759536.11682061,7600465.26939761,6805511.36915813,5880600.47631974,4888241.05146848,3127030.9334321,1709579.19449478,2983936.50809025
"894",0.93,0.24,113732557.875533,1343539.42543375,4925506.63940118,9139130.0877397,11120792.1918658,11929192.3507088,9381938.98272277,8798954.46854988,8594436.68800529,8216316.73707629,7746453.58475002,7583760.17724012,6783371.96965532,5852899.34127305,4857967.80031967,2984729.90420191,1629464.67274681,2844102.85384311
"895",0.94,0.24,112657715.012076,1317862.50703796,4813909.08122381,9024129.75178269,11015792.8859669,11853492.6387524,9302697.01179677,8773371.55746854,8568784.10761846,8193665.7671285,7724527.86001207,7560783.22392665,6576322.46820639,5663875.82539681,4705690.37238264,3025718.77725247,1652602.69959788,2884488.47652502
"896",0.95,0.24,111811464.135092,1306709.65648927,4772332.84388283,8913228.77422312,10881173.8125752,11712185.3671819,9197210.52407055,8714889.51810482,8511550.16333899,8136828.58724862,7670004.67790066,7509791.670655,6634980.83591146,5720204.99301945,4749269.18397944,2955361.34167798,1612044.64020984,2813697.54462325
"897",0.96,0.24,111397694.167486,1296059.37118422,4718373.95084971,8950624.97767735,10950805.9775863,11827502.6804004,9263916.31087428,8606076.40375051,8401928.40166102,8035994.57700283,7580863.55349426,7419991.46766959,6564369.08367116,5652292.04225112,4690724.52365284,2976374.81517082,1625176.99103232,2836619.03955697
"898",0.97,0.24,111011327.090615,1293340.82086012,4705836.51713247,8870621.33739281,10868436.5499938,11724639.0033019,9172494.95914537,8628697.21648213,8424985.73251542,8055116.2102053,7596194.78672382,7437000.56415188,6617541.45020138,5701273.61590369,4727849.73830671,2879155.7247631,1569209.94362243,2738932.91991229
"899",0.98,0.24,107537231.719316,1255674.36347685,4553719.03587493,8571148.82315111,10541684.9472829,11415433.1185588,8894481.58696426,8357253.64343261,8161382.12037608,7804787.86070185,7360697.55349656,7201023.58369131,6339701.94816135,5451306.28268932,4521693.06950127,2846492.2714379,1551947.98832457,2708803.52219406
"900",0.99,0.24,112392706.183587,1321043.81614603,4802203.20990108,8981227.33881523,10964946.8900812,11831252.8404818,9301658.10372684,8728368.39571156,8521671.11980992,8147143.68411517,7681946.10870312,7522706.80095061,6646739.76716033,5731006.69139107,4758355.07626838,2981407.44962268,1628539.99310743,2842488.89759447
"901",0,0.25,157372761.61638,1878854.84486217,7551532.13020499,12889760.3086574,14796201.9617271,15366341.4117415,12619808.8112252,11874920.6069773,11591826.2301778,11071285.6529907,10428859.7565988,10288542.4397156,9638963.55578132,8501150.64151582,7126425.21002465,4652926.83263291,2584433.93786127,4510927.28368559
"902",0.01,0.25,153054010.059067,1822420.16021,7318282.19640306,12492307.6698859,14427596.5384022,14995347.7668588,12202905.2814724,11603483.7277707,11333312.0308572,10825530.9046036,10195696.3992049,10048656.3670788,9335741.15737435,8216823.83975377,6884471.48193276,4498995.24208811,2495951.39479982,4356487.90037022
"903",0.02,0.25,151762864.448971,1808436.26739399,7255635.94906041,12426147.5238535,14378179.1480559,14948076.1140622,12125026.008871,11487394.4118714,11221462.6677174,10720412.6206186,10098336.9895923,9947476.14831573,9236840.6148329,8122734.62464155,6802142.05268858,4434674.14828127,2458598.25436985,4291290.90474488
"904",0.03,0.25,150547336.55897,1787999.79813754,7167334.46392235,12300277.8845158,14246243.7400224,14818256.1335538,12020094.0297969,11423486.3030942,11159390.8171476,10659484.6221375,10039597.8439736,9888410.61783253,9228464.30440772,8118216.16832867,6795167.69584216,4323767.69709587,2393491.79149849,4177652.64766274
"905",0.04,0.25,154079743.937069,1825207.39835111,7310254.00510236,12550778.2033034,14484662.5668627,15064631.750987,12298430.7573603,11698930.776192,11420503.8024349,10908170.4919412,10275022.5222251,10137188.9838809,9450806.68479232,8327412.50099367,6977191.35506791,4501127.39854479,2494853.36467324,4354571.37435567
