"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75","infection_per_million"
"1935",34,29,140070014.960241,1667940.22194623,6458127.20335516,11339281.0456617,13315237.0470408,14005549.5785412,11317247.9260789,10743997.5907914,10490722.7585345,10021510.9675594,9440353.284963,9288809.40799882,8481596.39702038,7415059.6831173,6192706.54448681,3935204.73465434,2169674.15785517,3786996.41063556,140.070014960241
"1936",35,29,137882427.936721,1637955.46538498,6336386.37391281,11166128.7923478,13146061.2967804,13827189.1060111,11130522.919075,10579202.0133828,10333405.3408555,9873507.13244567,9300917.65276435,9144550.9346092,8271550.58281496,7222248.07739882,6032828.33705094,3930992.3313403,2166873.49997715,3782108.08056961,137.882427936721
"1937",36,29,137185427.030457,1629452.46033042,6296336.65373045,11142770.3774291,13137759.4000564,13826568.0296611,11109580.3829911,10526787.3294968,10279923.7378819,9822392.2101268,9254567.54227625,9100627.76039024,8255452.68354207,7206898.09422905,6015673.896506,3814366.15637948,2100322.2519089,3665948.06352092,137.185427030457
"1938",37,29,137162734.476792,1620560.532023,6250976.73253905,11066698.7744778,13054231.1937171,13751801.7964747,11057946.9938485,10539440.8146737,10292657.5653996,9834495.37717984,9264875.89451499,9111452.51044766,8257137.97155728,7209891.61775204,6022270.14048762,3909479.76910467,2155886.19558376,3762930.59701068,137.162734476792
"1939",38,29,134177494.571908,1590806.4715632,6129374.17846079,10933950.5595593,12942520.9953649,13626032.0366283,10888153.7919856,10259751.040496,10023469.1230445,9579978.29983313,9027967.39333957,8865632.44841447,8058965.39100015,7020883.8617934,5855390.26772389,3732994.5627479,2054920.79363468,3586703.35631785,134.177494571908
"1940",39,29,137599538.03442,1635636.39449125,6294120.68443482,11041384.4737803,13014242.2058014,13727101.8527326,11067161.0733599,10608202.8510246,10360847.7917874,9895884.52520901,9318990.19582993,9163895.48860235,8361361.61109888,7306207.76650363,6100393.42768264,3865380.91907942,2126713.98905174,3712012.78394981,137.59953803442
"1941",40,29,134029263.680749,1587759.91542238,6103495.06217285,10908203.6656581,12908662.378064,13612478.6102554,10897104.3783537,10248501.3890248,10011809.7906449,9568871.27713919,9016970.6355945,8853841.61675184,8016665.43166932,6982758.36169812,5825230.75794067,3778480.26999112,2079254.38925463,3629175.75111306,134.029263680749
"1942",41,29,133583776.125587,1575490.85750138,6050531.1413157,10869163.8090888,12870633.4838767,13573869.2897417,10865393.692223,10220394.0378623,9983091.75037655,9541220.728639,8991722.21329138,8830455.39546051,8036220.85196748,7004442.29948145,5841996.81297864,3714981.63699612,2044920.13636486,3569247.98842196,133.583776125587
"1943",42,29,131272635.511072,1551507.73253263,5943680.74009221,10614649.7487704,12615258.1100176,13342999.4151077,10636723.9722581,10029112.4353697,9798284.92882502,9365649.06506581,8826640.98781363,8665096.362628,7898036.22246806,6882956.1493898,5742734.45043173,3726109.17225171,2051850.90795095,3581345.11009842,131.272635511072
"1944",43,29,132931510.386652,1575216.42973681,6026055.57867122,10755699.2378083,12751730.144914,13495403.2985323,10809108.8508934,10246169.1530113,10006898.3859089,9560989.29428795,9007537.62951189,8847933.83740097,8003603.49760009,6973617.14938298,5814007.58488365,3611737.62359256,1983594.25273578,3462208.43778013,132.931510386652
"1945",44,29,132198384.102111,1562553.75726915,5971251.73996894,10722966.6559137,12725140.7414894,13462148.4838311,10766824.53905,10159365.0179105,9922622.65500284,9481863.16032426,8934655.19870514,8773333.32079919,7961882.31146791,6928068.30936055,5772408.01663056,3610834.092113,1982378.92476148,3460087.1775136,132.198384102111
"1946",45,29,133739810.907231,1584214.94869579,6058515.53072291,10823092.7167459,12813280.244562,13516951.0261253,10849943.5675026,10264259.9530381,10024691.423488,9578644.07806553,9024939.2064836,8867247.56863757,8083886.10049704,7049334.36656044,5879306.78492398,3713980.34500197,2042499.71486254,3565023.33131733,133.739810907231
"1947",46,29,130559352.533513,1542604.13872843,5883413.25704417,10540240.926397,12544102.0202684,13273948.4751447,10582624.5651997,10018697.0582615,9787182.04100578,9353675.96008203,8814150.64494296,8653538.63280179,7862148.05102655,6845548.76330271,5707819.51470084,3646675.71063948,2004421.68182645,3498561.09214014,130.559352533513
"1948",47,29,132143596.570182,1562174.66482331,5951605.27988571,10704359.9760917,12711036.2069447,13452686.2219641,10762141.7578395,10117791.1423857,9880680.43642052,9443849.66311267,8900938.98320547,8742505.36745371,7920232.33804757,6897555.74591667,5753400.59900949,3720850.58107942,2047695.47692292,3574092.12907895,132.143596570182
"1949",48,29,130463473.330647,1541809.60996449,5865437.29910316,10517977.0728521,12513982.720488,13251922.8406349,10587437.9926786,10062564.4180712,9828876.3517961,9391731.05517699,8848230.78183086,8687836.85765543,7844141.27510614,6822473.74262519,5685403.07139459,3593489.76692795,1974253.5336998,3445904.9406413,130.463473330647
"1950",49,29,132041870.563334,1562871.11152032,5937070.86971483,10658159.7317347,12664712.077987,13425170.6567914,10748738.9024783,10097527.2367186,9861411.9939646,9422723.68950586,8879893.63983265,8718986.71106182,8056362.13373055,7021983.42452554,5851555.92736275,3640602.79723506,2001186.07193646,3492913.58723387,132.041870563334
"1951",50,29,129354760.661851,1527155.08880234,5792459.00679248,10389242.3432132,12378891.6117596,13122972.1049485,10475131.5114423,9997797.1688032,9767138.39313368,9333918.44797288,8792768.37197534,8630714.12388785,7699919.41793131,6692899.94996778,5583088.7595278,3655774.72675955,2008758.66924445,3506130.96568929,129.354760661851
"1952",51,29,132037097.724548,1554408.26493091,5898991.56747974,10620027.2787223,12614366.7116731,13359269.769442,10718190.8109576,10174399.6294152,9934563.93669871,9492678.13909906,8943982.98929992,8788398.72385608,7958099.86668336,6929998.36412182,5779147.42889876,3694727.43337612,2030961.87641748,3544884.93347529,132.037097724548
"1953",52,29,128631080.871835,1518632.81575468,5754786.8933839,10371427.887661,12366711.6643338,13101123.4444646,10445766.1078445,9877907.53439753,9649965.32403763,9223762.12672525,8692024.71295344,8529651.7548973,7695406.81031353,6695047.6238442,5583888.17972327,3636205.51207265,1999245.68550024,3489526.79392713,128.631080871835
"1954",53,29,127663891.017693,1502132.39771851,5678339.89777644,10291749.6205352,12292032.7291128,13049155.1039362,10398397.2210078,9841358.15953472,9612543.41392092,9186092.10228094,8656182.78228973,8494123.96123112,7691706.71339362,6685747.55522183,5567637.55674403,3478675.13641122,1907909.70632664,3330106.96025123,127.663891017693
"1955",54,29,127978319.963387,1507943.62576789,5691319.37073818,10272940.5308222,12268006.7571165,13029693.5690453,10398002.511837,9861146.52023946,9628929.49500287,9201899.16671757,8671966.92692129,8517917.39371612,7718373.1930406,6716696.23221552,5598064.12362236,3546233.41464929,1948402.73894346,3400784.39299147,127.978319963387
"1956",55,29,125969701.949864,1487571.46633177,5606891.24786316,10258745.6698652,12284523.6266099,13047336.1929616,10352914.83547,9639159.22409641,9414885.71918332,9001911.58775987,8487730.56195566,8323129.29496238,7477559.80617446,6481574.77691953,5394955.34155086,3472620.52214555,1907973.59793685,3330218.47807766,125.969701949864
"1957",56,29,124196863.898615,1452020.89658166,5461734.49588498,10013566.9890962,12028493.6188412,12804013.9687154,10135107.3257871,9529200.01694897,9308884.21183883,8899888.57594929,8390049.44386209,8225959.22439016,7445297.22867033,6459625.55333871,5378903.83921401,3457375.08015527,1896518.65735151,3310224.77198939,124.196863898615
"1958",57,29,124373118.19076,1460132.55639531,5487724.59753313,10117750.8679304,12145897.3177864,12925202.4451515,10241772.6198019,9539570.99904575,9315767.7428348,8906410.82504852,8398273.50049633,8235693.08145506,7440681.18819119,6455292.60451824,5369614.07361251,3326429.92368252,1823728.54453965,3183175.30273631,124.37311819076
"1959",58,29,127794740.504152,1511226.07537528,5676050.71737229,10194536.4467124,12175121.6998348,12972011.7913267,10378719.0901254,9899889.51520504,9666948.16425832,9236087.7198095,8700945.928913,8544304.59551472,7687181.88451767,6689276.48648989,5576914.96356247,3544465.96236211,1945442.29462547,3395617.168147,127.794740504152
"1960",59,29,121245834.416438,1420302.49827679,5323194.67379363,9820426.7679642,11825298.3353808,12593428.5118427,9945657.94276508,9394320.46333696,9177860.67898479,8773612.80356964,8269000.54084136,8102201.59173167,7179735.39927818,6206062.76689555,5159079.2422568,3221613.43896913,1760763.69526448,3073275.06528665,121.245834416438
"1961",60,29,122869426.273029,1448718.01015771,5423873.94769578,9872087.88801901,11873728.9134004,12664616.3457131,10038581.805483,9511176.71285636,9288079.91970328,8876830.09980412,8366239.78469242,8208692.71025982,7359913.83026943,6381281.32261361,5308902.46471195,3295080.97951207,1803592.36592488,3148029.17221163,122.869426273029
"1962",61,29,126080991.75056,1487567.19723604,5562801.81407091,10115264.0635302,12120600.5083574,12917057.4264116,10296041.5344956,9687909.66371723,9459410.67048339,9041175.13905949,8522430.91470561,8364844.82718313,7594165.52301254,6599151.00275685,5496835.36121669,3515670.6477379,1930510.52633335,3369554.93025176,126.08099175056
"1963",62,29,121982986.523967,1431526.38417129,5346161.09212436,9786888.6166482,11789555.5198145,12577529.2931017,9953571.19415711,9442500.28649786,9223577.6651743,8816630.04323241,8309121.06417473,8146197.42468268,7257897.93847489,6282367.15131519,5227193.35715394,3350544.1736682,1836412.01230299,3205313.30727253,121.982986523967
"1964",63,29,121327038.814207,1433557.1714668,5345580.74171575,9716652.2884526,11701239.1047627,12502698.9114629,9905824.36399254,9346878.89660143,9127962.44270438,8725299.78426654,8224893.22951381,8068428.12823819,7267081.71640719,6301642.81334527,5245742.43142532,3359038.66252545,1841071.69938681,3213446.42793982,121.327038814207
"1965",64,29,120516202.688781,1416502.29316611,5275176.90026083,9746449.44603242,11763728.5997752,12549073.2309109,9910052.2465561,9268584.33035771,9051931.98821853,8654423.98714469,8160756.94006976,7998924.06888795,7213241.5475147,6245692.22942757,5191986.41766595,3223644.40644466,1765132.89442516,3080901.16192232,120.516202688781
"1966",65,29,117144816.355495,1370899.09084,5092442.70061299,9476326.67245265,11475856.0780054,12277078.7134858,9655852.18077935,8993088.79500479,8784873.79931787,8401488.90656211,7923252.87132773,7758574.26067279,6944434.30492907,6000009.29478459,4987592.20736762,3196637.24420345,1750699.84179681,3055709.39335242,117.144816355495
"1967",66,29,117030379.501169,1364123.90310509,5064129.42821838,9402813.65588596,11407346.0712903,12197352.7297291,9586411.92634949,9012132.41852059,8802855.30326961,8417042.0267756,7937057.42491249,7776867.26349724,7025629.77315247,6081074.99493486,5054566.77892823,3156725.66822885,1728058.84189484,3016191.29247602,117.030379501169
"1968",67,29,117490041.172893,1384844.44859886,5133676.97222283,9525545.31723845,11525219.51315,12326638.2255585,9714853.96175009,9040836.82590332,8830272.04285385,8443995.95741195,7962987.74185278,7798552.40850393,6936548.5245121,5988049.22572042,4974725.08135065,3158621.26177741,1728213.10965659,3016460.5548318,117.490041172893
"1969",68,29,118655434.329301,1391898.95317785,5152304.28681841,9460580.08231297,11441213.4827264,12243571.5719498,9681845.79889609,9210768.12433074,8995802.7482079,8598327.44864339,8103231.66526253,7944977.49606378,7078396.47707399,6128043.26528375,5098681.66769899,3246461.51864215,1777260.60558823,3102069.13662386,118.655434329301
"1970",69,29,118058445.329687,1383904.38165016,5123101.04848517,9525591.63073722,11526133.5422012,12316854.8822098,9721041.34339752,9113409.49178714,8900575.66356673,8509507.76368715,8022963.52242822,7860429.46126609,7022720.50018323,6067481.959634,5041529.53260059,3165512.11523967,1732953.66531641,3024734.82529628,118.058445329687
"1971",70,29,117567754.34667,1382308.39497255,5107466.01777783,9410590.20518385,11395194.5640696,12205641.963209,9635604.09219433,9138362.48160887,8925582.34427673,8531999.88925633,8040891.0990975,7879200.71537921,6942302.20537313,5999127.81205097,4988940.20186706,3192118.97435297,1745605.59806992,3046817.78793041,117.56775434667
"1972",71,29,116765029.903868,1376081.49163647,5072879.68597931,9355361.2259492,11327438.7512156,12138293.558198,9592853.5074102,9036299.13858725,8825271.27255514,8436770.06929237,7952975.4057724,7792787.92503543,6928794.06978029,5991110.06322336,4982696.79342965,3178992.43043107,1739778.12592528,3036646.38944697,116.765029903868
"1973",72,29,116781081.330278,1367298.97994756,5033265.59292701,9423314.81214808,11428686.5819772,12248678.5395854,9654980.30772603,9033162.40556891,8821922.53964262,8435648.82377776,7953544.79102259,7788718.04190404,6860308.03325213,5917255.27994495,4917151.83677796,3157618.42079265,1726338.23538335,3013188.10790007,116.781081330278
"1974",73,29,114049663.995074,1339606.71850069,4925985.34566961,9131193.04024582,11104481.5222162,11917443.9701896,9370246.61029639,8827346.26153837,8621004.09513051,8243182.31325216,7772337.98074637,7614491.69210019,6748338.32196817,5827816.51294048,4844403.99638334,3102232.63763503,1697208.51870072,2962344.45756001,114.049663995074
"1975",74,29,113001095.690054,1320889.65529535,4846254.31689172,9096881.38498116,11094233.4836163,11913375.5657986,9336264.24090838,8740020.31460765,8535695.33665968,8162205.63072267,7697650.79008206,7536552.30674364,6709568.66466262,5785574.28937532,4801808.64804572,2970348.9244286,1622254.3462969,2831517.79093808,113.001095690054
"1976",75,29,112257661.756311,1305593.64578218,4786158.48017965,9075321.43232006,11064885.1976177,11888969.8758452,9319117.48397656,8643453.37903633,8440259.36663139,8073196.01389549,7616114.9465124,7454838.26287577,6628597.99729957,5712928.56063193,4742406.15581848,3002559.16908468,1640280.59156578,2862981.19723828,112.257661756311
"1977",76,29,115103458.599212,1347597.9748164,4934041.59067945,9207424.2501283,11194038.1521498,12037638.4482948,9491788.91958288,8909716.28245148,8699395.83061093,8316194.03872886,7840777.44851472,7681142.53788748,6892369.06283354,5956160.9950746,4947597.45858681,3060417.72225026,1670839.13438063,2916318.75224124,115.103458599212
"1978",77,29,111679556.935177,1305324.93811475,4768435.49980339,8911771.27002033,10867534.5460096,11702403.5839294,9197847.27789236,8670958.36255851,8467738.27710311,8096771.14057152,7633910.67811094,7475042.05030307,6578163.70980688,5671809.91183338,4713446.86414559,3046128.95149319,1665416.28398811,2906853.58949325,111.679556935177
"1979",78,29,111193404.284877,1301330.76752433,4749526.89353557,8892536.98447269,10870490.9050194,11697719.2165442,9159060.65030879,8582636.79083762,8382792.42894446,8016986.81252113,7560797.78734431,7400517.77083064,6586443.22385566,5681225.47147956,4719932.56879657,3034334.82082646,1659880.2749273,2897190.91710841,111.193404284877
"1980",79,29,111177519.642869,1300353.52193197,4731490.75202204,8901608.8485194,10893220.6713774,11758892.9871431,9204527.5005045,8603533.81290627,8400440.76891362,8033414.12826933,7577044.82940018,7417675.4230197,6569977.36999863,5659978.53168453,4697933.7072071,2970961.10382094,1623235.45187877,2833230.23427196,111.177519642869
"1981",80,29,110165412.64287,1287724.29744681,4688791.53479269,8819791.78831322,10780021.0716708,11612349.0864559,9105257.1818734,8550291.52716953,8349527.22007905,7983615.46127617,7528139.8848925,7369470.7770035,6518449.40259918,5617191.08485117,4662413.38318468,2919598.56949263,1592753.68539572,2780026.68637284,110.16541264287
